            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458050.500000000, A.D. 2017-Oct-24 00:00:00.0000,  4.281187893849145E+09, -1.317355535178013E+09, -7.154187026591176E+07,
2458051.500000000, A.D. 2017-Oct-25 00:00:00.0000,  4.281323494960999E+09, -1.316904729061977E+09, -7.155429009511185E+07,
2458052.500000000, A.D. 2017-Oct-26 00:00:00.0000,  4.281459062021725E+09, -1.316453847397018E+09, -7.156666282160139E+07,
2458053.500000000, A.D. 2017-Oct-27 00:00:00.0000,  4.281594646261751E+09, -1.316002907663522E+09, -7.157904511766541E+07,
2458054.500000000, A.D. 2017-Oct-28 00:00:00.0000,  4.281730233383682E+09, -1.315551971708351E+09, -7.159148294406956E+07,
2458055.500000000, A.D. 2017-Oct-29 00:00:00.0000,  4.281865758407203E+09, -1.315101081532420E+09, -7.160396383213228E+07,
2458056.500000000, A.D. 2017-Oct-30 00:00:00.0000,  4.282001173129869E+09, -1.314650215683948E+09, -7.161642982827413E+07,
2458057.500000000, A.D. 2017-Oct-31 00:00:00.0000,  4.282136496171987E+09, -1.314199311526544E+09, -7.162883766358191E+07,
2458058.500000000, A.D. 2017-Nov-01 00:00:00.0000,  4.282271793641529E+09, -1.313748330271137E+09, -7.164120367964590E+07,
2458059.500000000, A.D. 2017-Nov-02 00:00:00.0000,  4.282407110493741E+09, -1.313297297248312E+09, -7.165358686086226E+07,
2458060.500000000, A.D. 2017-Nov-03 00:00:00.0000,  4.282542423854886E+09, -1.312846275606875E+09, -7.166602759158427E+07,
2458061.500000000, A.D. 2017-Nov-04 00:00:00.0000,  4.282677666769987E+09, -1.312395300750461E+09, -7.167850572818458E+07,
2458062.500000000, A.D. 2017-Nov-05 00:00:00.0000,  4.282812797712887E+09, -1.311944343579466E+09, -7.169096151141238E+07,
2458063.500000000, A.D. 2017-Nov-06 00:00:00.0000,  4.282947843698963E+09, -1.311493340699997E+09, -7.170335761149228E+07,
2458064.500000000, A.D. 2017-Nov-07 00:00:00.0000,  4.283082872232411E+09, -1.311042260242460E+09, -7.171571788711834E+07,
2458065.500000000, A.D. 2017-Nov-08 00:00:00.0000,  4.283217921215503E+09, -1.310591134949824E+09, -7.172810261293834E+07,
2458066.500000000, A.D. 2017-Nov-09 00:00:00.0000,  4.283352959594361E+09, -1.310140028180432E+09, -7.174054589717180E+07,
