            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458085.500000000, A.D. 2017-Nov-28 00:00:00.0000,  1.596641206635149E+09, -4.742887462226498E+09,  4.551341441749644E+07,
2458086.500000000, A.D. 2017-Nov-29 00:00:00.0000,  1.597097950736636E+09, -4.742836836649996E+09,  4.537441448674297E+07,
2458087.500000000, A.D. 2017-Nov-30 00:00:00.0000,  1.597553292499789E+09, -4.742787370111315E+09,  4.523591919976377E+07,
2458088.500000000, A.D. 2017-Dec-01 00:00:00.0000,  1.598007726308886E+09, -4.742737793019912E+09,  4.509910154642606E+07,
2458089.500000000, A.D. 2017-Dec-02 00:00:00.0000,  1.598462546576855E+09, -4.742686899469044E+09,  4.496363802436447E+07,
2458090.500000000, A.D. 2017-Dec-03 00:00:00.0000,  1.598918693136055E+09, -4.742634623634624E+09,  4.482799601558089E+07,
2458091.500000000, A.D. 2017-Dec-04 00:00:00.0000,  1.599375911797678E+09, -4.742582099115737E+09,  4.469080181052947E+07,
2458092.500000000, A.D. 2017-Dec-05 00:00:00.0000,  1.599832981698681E+09, -4.742530646573588E+09,  4.455206679882073E+07,
2458093.500000000, A.D. 2017-Dec-06 00:00:00.0000,  1.600288804994681E+09, -4.742480595739536E+09,  4.441317605764508E+07,
2458094.500000000, A.D. 2017-Dec-07 00:00:00.0000,  1.600743385275338E+09, -4.742430992151382E+09,  4.427565299265075E+07,
2458095.500000000, A.D. 2017-Dec-08 00:00:00.0000,  1.601197824598538E+09, -4.742380447766687E+09,  4.413980127950644E+07,
2458096.500000000, A.D. 2017-Dec-09 00:00:00.0000,  1.601653341120370E+09, -4.742328379076247E+09,  4.400443286082244E+07,
2458097.500000000, A.D. 2017-Dec-10 00:00:00.0000,  1.602110181477462E+09, -4.742275528720912E+09,  4.386792767395878E+07,
2458098.500000000, A.D. 2017-Dec-11 00:00:00.0000,  1.602567400612648E+09, -4.742223302358005E+09,  4.372968017437100E+07,
2458099.500000000, A.D. 2017-Dec-12 00:00:00.0000,  1.603023705859122E+09, -4.742172514059036E+09,  4.359063879267049E+07,
2458100.500000000, A.D. 2017-Dec-13 00:00:00.0000,  1.603478609556597E+09, -4.742122661107592E+09,  4.345245918906450E+07,
2458101.500000000, A.D. 2017-Dec-14 00:00:00.0000,  1.603932863603473E+09, -4.742072372256122E+09,  4.331602844369578E+07,
2458102.500000000, A.D. 2017-Dec-15 00:00:00.0000,  1.604387789665491E+09, -4.742020630178988E+09,  4.318067333391619E+07,
2458103.500000000, A.D. 2017-Dec-16 00:00:00.0000,  1.604844099819547E+09, -4.741967679960793E+09,  4.304475994430852E+07,
2458104.500000000, A.D. 2017-Dec-17 00:00:00.0000,  1.605301260498028E+09, -4.741914810623402E+09,  4.290715243067360E+07,
2458105.500000000, A.D. 2017-Dec-18 00:00:00.0000,  1.605757969378817E+09, -4.741863204107637E+09,  4.276822648053432E+07,
